日期,距離,光線
2022-11-11 09:34:21,7.526473225173959,176.35564240351732
2022-11-11 09:34:31,7.752784545923531,174.40156326331226
2022-11-11 09:34:41,7.748013235553117,174.40156326331226
2022-11-11 09:34:51,7.600222636727266,171.47044455300443
2022-11-11 09:35:01,7.433981820704048,178.3097215437226
2022-11-11 09:35:11,8.157694036889552,184.17195896433802
2022-11-11 09:35:21,83.02558342381826,190.03419638495367
2022-11-11 09:35:31,49.01799140502408,189.0571568148509
2022-11-11 09:35:41,46.37270969862675,186.1260381045433
2022-11-11 09:35:51,26.925142769395734,181.2408402540302
2022-11-11 09:36:01,44.36182397219545,183.19491939423548
2022-11-11 09:36:11,7.787436643290675,167.56228627259406
2022-11-11 09:36:21,7.675242112458817,173.4245236932095
2022-11-11 09:36:31,7.559855258362859,172.44748412310696
2022-11-11 09:36:41,7.876735732301313,173.4245236932095
2022-11-11 09:36:51,7.904711415225847,170.4934049829019
2022-11-11 09:37:01,7.858628771473832,175.3786028334148
2022-11-11 09:37:11,7.736256572202365,171.47044455300443
2022-11-11 09:37:21,7.7305412990099285,172.44748412310696
2022-11-11 09:37:31,7.777585076207287,169.51636541279913
2022-11-11 09:37:41,7.7470692649262665,177.33268197361986
2022-11-11 09:37:51,7.800154424477114,175.3786028334148
2022-11-11 09:38:01,7.7060668622775665,177.33268197361986
2022-11-11 09:38:11,7.608495201094684,170.4934049829019
2022-11-11 09:38:21,7.735638710736565,175.3786028334148
2022-11-11 09:38:31,7.783626458560774,173.4245236932095
2022-11-11 09:38:41,7.690191083464015,170.4934049829019
2022-11-11 09:38:51,7.721324764015662,174.40156326331226
2022-11-11 09:39:01,7.725152111564057,176.35564240351732
2022-11-11 09:39:11,7.823358797031233,174.40156326331226
2022-11-11 09:39:21,7.605972243361521,170.4934049829019
2022-11-11 09:39:31,7.63298680064554,171.47044455300443
2022-11-11 09:39:41,7.67779939582897,172.44748412310696
2022-11-11 09:39:51,7.790302865198555,174.40156326331226
2022-11-11 09:40:01,7.671431927728918,177.33268197361986
2022-11-11 09:40:12,7.701621637653716,169.51636541279913
2022-11-11 09:40:22,7.648553648726192,175.3786028334148
2022-11-11 09:40:55,7.619307893818586,174.40156326331226
2022-11-11 09:41:05,7.7299234297393005,169.51636541279913
2022-11-11 09:41:15,7.666986703105066,177.33268197361986
